Publication Year,Author,Title,Publication Title,ISBN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Publisher,Language,Manual Tags,Conference Name
2005,"Wu, Tingyao; Compernolle, Dirk Van; Duchateau, Jacques; Yang, Qian; Martens, Jean-Pierre",Improving the discrimination between native accents when recorded over different channels,Interspeech 2005,,10.21437/Interspeech.2005-714,https://www.isca-speech.org/archive/interspeech_2005/wu05c_interspeech.html,"Acoustic differences between native accents may prove to be too subtle for straightforward brute force techniques such as blindly clustered Gaussian mixture model (GMM) classiﬁers to yield satisfactory discrimination performance while these methods work well for classifying more pronounced differences such as language, gender or channel. In this paper it is shown that small channel differences are easier to detect by such coarse classiﬁers than native accent differences. Performance of native accent classiﬁcation can be improved considerably by incorporating the knowledge of the underlying phoneme sequence and using phoneme speciﬁc GMMs. Further improvements are obtained if optimal feature selection is combined with the phoneme dependent GMMs, resulting in usage of less than 10% of the original features. The presented methods result in a reduction of more than 40% in relative error rate in a 5-class classiﬁcation task.",04/09/2005,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:25,2821-2824,ISCA,en,L2,Interspeech 2005
2008,"Wu, Tingyao; Karsmakers, Peter; Van hamme, Hugo; Compernolle, Dirk Van",Comparison of variable selection methods and classifiers for native accent identification,Interspeech 2008,,10.21437/Interspeech.2008-140,https://www.isca-speech.org/archive/interspeech_2008/wu08_interspeech.html,"Acoustic differences are so subtle in a native accent identiﬁcation (AID) task that a brute force frame-based Gaussian Mixture Model (GMM) fails to discover the tiny distinctions [1]. Apart from the frame-based framework, in this paper we propose a vector-based speaker modeling method, to which common support vector machine (SVM) kernels can be applied. The vector-based speaker model is composed of the concatenation of the average acoustic representations of all phonemes. SVM and GMM classiﬁers are compared on the speaker models. Moreover, based on the observation that accents only differ in a limited number of phonemes, a variable selection framework is indispensable to select accent relevant features. We investigate a forward selection method, Analysis of Variance (ANOVA) , and a backward selection method, SVM - Recursive Feature Elimination (SVM-RFE). We ﬁnd that the multiclass SVM-RFE achieves comparable performance with the ANOVA on optimally selected variable sets, while it obtains excellent performance with very few features in low dimensions. Results demonstrate the effectiveness of the proposed speaker models together with the SVM classiﬁer both in low dimensions and in high dimensions as well as the necessity of variable selection.",22/09/2008,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:25,305-308,ISCA,en,L1,Interspeech 2008
2004,"Yan, Qin; Vaseghi, Saeed; Rentzos, Dimitrios; Ho, Ching-Hsiang","Modelling and ranking of differences across formants of british, australian and american accents",Interspeech 2004,,10.21437/Interspeech.2004-207,https://www.isca-speech.org/archive/interspeech_2004/yan04_interspeech.html,"The differences between formants of British, Australian and American English accents are analysed and ranked. An improved formant model based on linear prediction (LP) feature analysis and a two-dimensional(2D) hidden Markov model (HMM) of formants is employed for estimation of the formant frequencies and bandwidths of vowels and diphthongs. Comparative analysis of the formant trajectories, the formant target points and the bandwidth of the spectral resonance at formants of British, Australian and American accents are presented. British vowels and diphthongs have smaller formant bandwidth than Australian. A method for ranking the contribution of different formants in conveying an accent is proposed whereby formants are ranked according to the normalized distances between the formants across accents. The first two formants are considered more sensitive to accents than other formants.",04/10/2004,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:25,509-512,ISCA,en,L1; def,Interspeech 2004
2010,"Yanagisawa, Kayoko; Huckvale, Mark",A phonetic alternative to cross-language voice conversion in a text-dependent context: evaluation of speaker identity,Interspeech 2010,,10.21437/Interspeech.2010-593,https://www.isca-speech.org/archive/interspeech_2010/yanagisawa10_interspeech.html,"Spoken language conversion (SLC) aims to generate utterances in the voice of a speaker but in a language unknown to them, using speech synthesis systems and speech processing techniques. Previous approaches to SLC have been based on cross-language voice conversion (VC), which has underlying assumptions that ignore phonetic and phonological differences between languages, leading to a reduction in intelligibility of the output. Accent morphing (AM) was proposed as an alternative approach, and its intelligibility performance was investigated in a previous study. AM attempts to preserve the voice characteristics of the target speaker whilst modifying their accent, using phonetic knowledge obtained from a native speaker of the target language. This paper examines AM and VC in terms of how similar the output sounds like the target speaker. AM achieved similarity ratings at least equivalent to VC, but the study highlighted various difﬁculties in evaluating speaker identity in a SLC context.",26/09/2010,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:25,2150-2153,ISCA,en,L1-or-L2,Interspeech 2010
2022,"Yang, Mu; Hirschi, Kevin; Looney, Stephen Daniel; Kang, Okim; Hansen, John H.L.",Improving Mispronunciation Detection with Wav2vec2-based Momentum Pseudo-Labeling for Accentedness and Intelligibility Assessment,Interspeech 2022,,10.21437/Interspeech.2022-11039,https://www.isca-speech.org/archive/interspeech_2022/yang22v_interspeech.html,"Current leading mispronunciation detection and diagnosis (MDD) systems achieve promising performance via end-to-end phoneme recognition. One challenge of such end-to-end solutions is the scarcity of human-annotated phonemes on natural L2 speech. In this work, we leverage unlabeled L2 speech via a pseudo-labeling (PL) procedure and extend the fine-tuning approach based on pre-trained self-supervised learning (SSL) models. Specifically, we use Wav2vec 2.0 as our SSL model, and fine-tune it using original labeled L2 speech samples plus the created pseudo-labeled L2 speech samples. Our pseudo labels are dynamic and are produced by an ensemble of the online model on-the-fly, which ensures that our model is robust to pseudo label noise. We show that fine-tuning with pseudo labels achieves a 5.35% phoneme error rate reduction and 2.48% MDD F1 score improvement over a labeled-samples-only finetuning baseline. The proposed PL method is also shown to outperform conventional offline PL methods. Compared to the state-of-the-art MDD systems, our MDD solution produces a more accurate and consistent phonetic error diagnosis. In addition, we conduct an open test on a separate UTD-4Accents dataset, where our system recognition outputs show a strong correlation with human perception, based on accentedness and intelligibility.",18/09/2022,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:25,4481-4485,ISCA,en,L2,Interspeech 2022
2010,"Yanushevskaya, Irena; Gobl, Christer; Kane, John; Ní Chasaide, Ailbhe",An exploration of voice source correlates of focus,Interspeech 2010,,10.21437/Interspeech.2010-198,https://www.isca-speech.org/archive/interspeech_2010/yanushevskaya10_interspeech.html,"This pilot study explores how the voice source parameters vary in focally accented syllables. It examines the dynamics of the voice source parameters in an all-voiced short declarative utterance in which the focus placement was varied. The voice source parameters F0, EE, UP, OQ, RG, RA, RK and RD were obtained through inverse filtering and subsequent parameterisation using the LF-model. The results suggest that the focally accented syllables are marked not only by increased F0 but also by boosted EE, RG and UP. The non-focal realisations show reduced values for the above parameters along with a tendency towards higher OQ values, suggesting a more lax mode of phonation.",26/09/2010,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,462-465,ISCA,en,prosody,Interspeech 2010
2016,"Yanushevskaya, Irena; Murphy, Andy; Gobl, Christer; Chasaide, Ailbhe Ní",Perceptual Salience of Voice Source Parameters in Signaling Focal Prominence,Interspeech 2016,,10.21437/Interspeech.2016-1160,https://www.isca-speech.org/archive/interspeech_2016/yanushevskaya16_interspeech.html,"This paper describes listening tests investigating the perceptual role of voice source parameters (other than F0) in signaling focal prominence. Synthesized stimuli were constructed on the basis of an inverse filtered utterance ‘We were away a year ago’. Voice source parameters were manipulated in the two potentially accentable syllables WAY and YEAR (in terms of the absolute magnitude and alignment of peaks) and to provide source deaccentuation of post-focal material. Participants in the first listening test were asked to decide whether the syllable WAY, YEAR or neither was deemed the most prominent: judgments on the degree of prominence and naturalness were also indicated on a continuous visual analogue scale. In the second test listeners indicated the degree of prominence for every syllable in the phrase. For WAY, voice source manipulations can cue focal accentuation, and both the magnitude of the source manipulation of the syllable and the presence of source deaccentuation contribute to the effect. However, for YEAR, listeners’ perception of focal accentuation tended to show relatively minor increases in perceived prominence regardless of the source manipulations involved. It therefore appears that the source expression of focus is sensitive to the location of focus in the intonational phrase.",08/09/2016,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,3161-3165,ISCA,en,prosody,Interspeech 2016
2017,"Yanushevskaya, Irena; Chasaide, Ailbhe Ní; Gobl, Christer",Cross-Speaker Variation in Voice Source Correlates of Focus and Deaccentuation,Interspeech 2017,,10.21437/Interspeech.2017-1535,https://www.isca-speech.org/archive/interspeech_2017/yanushevskaya17_interspeech.html,"This paper describes cross-speaker variation in the voice source correlates of focal accentuation and deaccentuation. A set of utterances with varied narrow focus placement as well as broad focus and deaccented renditions were produced by six speakers of English. These were manually inverse filtered and parameterized on a pulse-by-pulse basis using the LF source model. Z-normalized F0, EE, OQ and RD parameters (selected through correlation and factor analysis) were used to generate speaker specific baseline voice profiles and to explore cross-speaker variation in focal and non-focal (post- and prefocal) syllables. As expected, source parameter values were found to differ in the focal and postfocal portions of the utterance. For four of the six speakers the measures revealed a trend of tenser phonation on the focal syllable (an increase in EE and F0 and typically, a decrease in OQ and RD) as well as increased laxness in the postfocal part of the utterance. For two of the speakers, however, the measurements showed a different trend. These speakers had very high F0 and often high EE on the focal accent. In these cases, RD and OQ values tended to be raised rather than lowered. The possible reasons for these differences are discussed.",20/08/2017,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,1034-1038,ISCA,en,prosody,Interspeech 2017
2005,"Yeou, Mohamed",Variability of F0 peak alignment in moroccan Arabic accentual focus,Interspeech 2005,,10.21437/Interspeech.2005-510,https://www.isca-speech.org/archive/interspeech_2005/yeou05_interspeech.html,"The present paper examines how phonetic duration due to syllable structure contributes to the alignment of F0 peaks in Moroccan Arabic. The F0 peak occurs within but near the end of the accented syllable if the vowel is phonetically long due its occurrence in a final CVC. If the accented vowel is phonetically short as in a penultimate CV, the F0 peak is aligned after the accented syllable.",04/09/2005,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,1433-1436,ISCA,en,prosody,Interspeech 2005
2013,"Ying, Jia; Shaw, Jason A.; Best, Catherine T.",L2 English learners' recognition of words spoken in familiar versus unfamiliar English accents,Interspeech 2013,,10.21437/Interspeech.2013-500,https://www.isca-speech.org/archive/interspeech_2013/ying13_interspeech.html,"How do L2 learners cope with L2 accent variation? We developed predictions based upon the Perceptual Assimilation Model-L2 (PAM-L2) and tested them in an eye-tracking experiment using the visual world paradigm. L2-English learners in Australia with Chinese L1 were presented with words spoken in familiar Australian-accented English (AusE), and two unfamiliar accents: Jamaican Mesolect English (JaME) and Cockney-accented English (CknE). AusE and JaME differ primarily in vowel pronunciations, while CknE differs primarily in consonant pronunciations. Words were selected to elicit two types of perceptual assimilations of JaME and CknE phonemes to AusE: Category Goodness (CG) and Category Shifting (CS) assimilations. The Perceptual Assimilation Model (PAM) predicts that, if the L2 learners have developed AusE categories, then CS differences should hinder spoken word recognition more than CG differences. Our results supported this prediction. For both unfamiliar accents, CS target words attracted more fixations to printed competitor words than did CG distracters.",25/08/2013,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,2108-2112,ISCA,en,L2,Interspeech 2013
2004,"Yoon, Kyuchul",A prosodic phrasing model for a Korean text-to-speech synthesis system,Interspeech 2004,,10.21437/Interspeech.2004-463,https://www.isca-speech.org/archive/interspeech_2004/yoon04_interspeech.html,,04/10/2004,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,1873-1876,ISCA,en,prosody,Interspeech 2004
2004,"Yoon, Tae-Jin; Chavarria, Sandra; Cole, Jennifer; Hasegawa-Johnson, Mark",Intertranscriber reliability of prosodic labeling on telephone conversation using toBI,Interspeech 2004,,10.21437/Interspeech.2004-659,https://www.isca-speech.org/archive/interspeech_2004/yoon04b_interspeech.html,"Two transcribers have labeled prosodic events independently on a subset of Switchboard corpus using adapted ToBI (TOnes and Break Indices) system. Transcriptions of two types of pitch accents (H* and L*), phrasal accents (H- and L-) and boundary tones (H% and L%) encoded independently by two transcribers are compared for intertranscriber reliability. Two commonly used methods of reliability measurement, ‘transcriber-pair-word’ comparison and kappa statistic, are used for comparison with previous reports on the intertranscriber consistency. The results obtained from transcriber-pair-word comparison are: The overall agreement on the presence or absence and choice of pitch accent is 86.57%. The agreement on the presence or absence and the choice of phrasal accent is 85.63%. The presence and choice of boundary tone is 89.33%. When both transcribers agreed that there is at least a phrasal tone, the agreement on the choice of the type of either phrasal accent or boundary tone is 73.86%. The kappa coefﬁcient of agreement (K) of 0.7 to 1 indicates the degree of reliability to be from good to perfect. A kappa coefﬁcient of 0.75 is obtained for agreement on the presence or absence of pitch accents, 0.67 for the presence of phrasal accents, and 0.61 for the strength of disjuncture between phrasal accent and boundary tone. Comparison of the present results with those of previous reliability studies [1][2][3][4] suggests that some higher agreement rates for this study may result from our adoption of fewer labeling distinctions in the transcription of pitch accent events. The results for phrase boundary labeling suggest that spontaneous speech of the type found in the Switchboard corpus is harder to code for the degree of disjuncture between prosodic domains than is read speech.",04/10/2004,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,2729-2732,ISCA,en,prosody,Interspeech 2004
2004,"Yoshida, Kenji",Spread of high tone in akita Japanese,Interspeech 2004,,10.21437/Interspeech.2004-83,https://www.isca-speech.org/archive/interspeech_2004/yoshida04_interspeech.html,"The present study explores the phonetic implementation of accentual H(igh) tone of the Akita dialect of Japanese, specifically its timing control. Lexical accent in the dialect is implemented as an eminence in F0. The conspicuous feature is that F0 does not fall sharply as in Tokyo Japanese. Two hypotheses are examined concerning the extent of the duration of the pitch summit. One is that the H lasts for some fixed period of time. The other is that it lasts until some prosodic edge appears. An experimental study was performed for two native speakers of Akita, with a speaker of Tokyo dialect. The comparison elucidates the conspicuous characteristics of the phonetic implementation of the lexical accent differing from Tokyo Japanese. The result grossly supports the latter hypothesis. It suggests that the H tone in the dialect is phonetically implemented so that it lasts until the end of a Intonational Phrase.",04/10/2004,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,1321-1324,ISCA,en,prosody,Interspeech 2004
2005,"You, Hong; Alwan, Abeer; Kazemzadeh, Abe; Narayanan, Shrikanth",Pronunciation variations of Spanish-accented English spoken by young children,Interspeech 2005,,10.21437/Interspeech.2005-349,https://www.isca-speech.org/archive/interspeech_2005/you05_interspeech.html,"When learning to speak English, non-native speakers may pronounce some English phonemes differently from native speakers. These pronunciation variations can degrade an automatic speech recognition system’s performance on accented English. This paper is a ﬁrst attempt to ﬁnd common pronunciation variations in Spanishaccented English as spoken by young children. The analysis of pronunciation variation is performed using dynamic programming-based transcription alignment on 4500 words spoken by children 5-7 years old whose ﬁrst language is Spanish. The ﬁndings are then compared with linguistic hypotheses.",04/09/2005,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,749-752,ISCA,en,L2,Interspeech 2005
2005,"Yuan, Jiahong; Brenier, Jason M.; Jurafsky, Daniel",Pitch accent prediction: effects of genre and speaker,Interspeech 2005,,10.21437/Interspeech.2005-504,https://www.isca-speech.org/archive/interspeech_2005/yuan05_interspeech.html,"To build a robust pitch accent prediction system, we need to understand the effects of speech genre and speaker variation. This paper reports our studies on genre and speaker variation in pitch accent placement and their effects on automatic pitch accent prediction. We find some interesting accentuation pattern differences that can be attributed to speech genre, and a set of textual features that are robust to genre in accent prediction. We also find that although there is significant variation among speakers in pitch accent placement, speaker dependent models are not needed in accent prediction. Finally, we show that after taking speaker variation into account, there is little room to improve for state-of-the-art classifiers on read news speech.",04/09/2005,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,1409-1412,ISCA,en,prosody,Interspeech 2005
,"Yuan, Jiahong",Linguistic Rhythm in Foreign Accent,,,,,"This study investigates the influence of L1 on L2 with respect to linguistic rhythm. The L2 English of French, German, Italian, Russian, and Spanish speakers is compared with L1 English. The results show that the linguistic rhythm of L1 transfers to L2. Compared to L1 English, L2 English has shorter stressed vowels but longer reduced vowel. Stressed vowels in the L2 English of stress-timed languages have a higher pitch contour than those in the L2 English of syllabletimed languages.",,22/02/2023 10:34,22/02/2023 10:34,,,,en,L2,
2015,"Zahner, Katharina; Pohl, Muna; Braun, Bettina",Pitch accent distribution in German infant-directed speech,Interspeech 2015,,10.21437/Interspeech.2015-10,https://www.isca-speech.org/archive/interspeech_2015/zahner15_interspeech.html,"Infant-directed speech exhibits slower speech rate, higher pitch and larger f0 excursions than adult-directed speech. Apart from these phonetic properties established in many languages, little is known on the intonational phonological structure in individual languages, i.e. pitch accents and boundary tones and their frequency distribution. Here, we investigated the intonation of infant-directed speech in German. We extracted all turns from the CHILDES database directed towards infants younger than one year (n=585). Two annotators labeled pitch accents and boundary tones according to the autosegmental-metrical intonation system GToBI. Additionally, the tonal movement surrounding the accentual syllable was analyzed. Main results showed a) that 45% of the words carried a pitch accent, b) that phrases ending in a low tone were most frequent, c) that H* accents were generally more frequent than L* accents, d) that H*, L+H* and L* are the most frequent pitch accent types in IDS, and e) that a pattern consisting of an accentual low-pitched syllable preceded by a low tone and followed by a rise or a high tone constitutes the most frequent single pattern. The analyses reveal that the IDS intonational properties lead to a speech style with many tonal alternations, particularly in the vicinity of accented syllables.",06/09/2015,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,46-50,ISCA,en,prosody,Interspeech 2015
2017,"Zahner, Katharina; Kember, Heather; Braun, Bettina",Mind the Peak: When Museum is Temporarily Understood as Musical in Australian English,Interspeech 2017,,10.21437/Interspeech.2017-839,https://www.isca-speech.org/archive/interspeech_2017/zahner17_interspeech.html,"Intonation languages signal pragmatic functions (e.g. information structure) by means of different pitch accent types. Acoustically, pitch accent types differ in the alignment of pitch peaks (and valleys) in regard to stressed syllables, which makes the position of pitch peaks an unreliable cue to lexical stress (even though pitch peaks and lexical stress often coincide in intonation languages). We here investigate the effect of pitch accent type on lexical activation in English. Results of a visual-world eye-tracking study show that Australian English listeners temporarily activate SWW-words (musical) if presented with WSW-words (museum) with earlypeak accents (H+!H*), compared to medial-peak accents (L+H*). Thus, in addition to signalling pragmatic functions, the alignment of tonal targets immediately affects lexical activation in English.",20/08/2017,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,1223-1227,ISCA,en,prosody,Interspeech 2017
2022,"Zeng, Qingcheng; Chong, Dading; Zhou, Peilin; Yang, Jie",Low-resource Accent Classification in Geographically-proximate Settings: A Forensic and Sociophonetics Perspective,Interspeech 2022,,10.21437/Interspeech.2022-11372,https://www.isca-speech.org/archive/interspeech_2022/zeng22b_interspeech.html,"Accented speech recognition and accent classification are relatively under-explored research areas in speech technology. Recently, deep learning-based methods and Transformer-based pretrained models have achieved superb performances in both areas. However, most accent classification tasks focused on classifying different kinds of English accents and little attention was paid to geographically-proximate accent classification, especially under a low-resource setting where forensic speech science tasks usually encounter. In this paper, we explored three main accent modelling methods combined with two different classifiers based on 105 speaker recordings retrieved from five urban varieties in Northern England. Although speech representations generated from pretrained models generally have better performances in downstream classification, traditional methods like Mel Frequency Cepstral Coefficients (MFCCs) and formant measurements are equipped with specific strengths. These results suggest that in forensic phonetics scenario where data are relatively scarce, a simple modelling method and classifier could be competitive with state-of-the-art pretrained speech models as feature extractors, which could enhance a sooner estimation for the accent information in practices. Besides, our findings also cross-validated a new methodology in quantifying sociophonetic changes.",18/09/2022,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,5308-5312,ISCA,en,L1-or-L2,Interspeech 2022
2006,"Zhang, Chi; Wu, Ji; Xiao, Xi; Wang, Zuoying",Pronunciation variation modeling for Mandarin with accent,Interspeech 2006,,10.21437/Interspeech.2006-246,https://www.isca-speech.org/archive/interspeech_2006/zhang06d_interspeech.html,"In order to solve the problem of the performance decrease when state-of-art automatic speech recognition (ASR) system facing accent speech, we propose the Pronunciation Variation Model (PVM). Two approaches are proposed to construct the PVM in this paper. 6.38% and 7.78% relative error rate reduction is achieved for Shanghai and Wuhan accent mandarin, respectively. The experiment on these two typical accent mandarin shows it is a possible way to deal with accent speech.",17/09/2006,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,paper 1849-Mon3FoP.5-0,ISCA,en,L1,Interspeech 2006
2021,"Zhang, Jicheng; Peng, Yizhou; Pham, Van Tung; Xu, Haihua; Huang, Hao; Chng, Eng Siong",E2E-Based Multi-Task Learning Approach to Joint Speech and Accent Recognition,Interspeech 2021,,10.21437/Interspeech.2021-1495,https://www.isca-speech.org/archive/interspeech_2021/zhang21j_interspeech.html,"In this paper, we propose a single multi-task learning framework to perform End-to-End (E2E) speech recognition (ASR) and accent recognition (AR) simultaneously. The proposed framework is not only more compact but can also yield comparable or even better results than standalone systems. Speciﬁcally, we found that the overall performance is predominantly determined by the ASR task, and the E2E-based ASR pretraining is essential to achieve improved performance, particularly for the AR task. Additionally, we conduct several analyses of the proposed method. First, though the objective loss for the AR task is much smaller compared with its counterpart of ASR task, a smaller weighting factor with the AR task in the joint objective function is necessary to yield better results for each task. Second, we found that sharing only a few layers of the encoder yields better AR results than sharing the overall encoder. Experimentally, the proposed method produces WER results close to the best standalone E2E ASR ones, while it achieves 7.7% and 4.2% relative improvement over standalone and single-task-based joint recognition methods on test set for accent recognition respectively.",30/08/2021,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,1519-1523,ISCA,en,L1-or-L2,Interspeech 2021
2022,"Zhang, Yuanyuan; Zhang, Yixuan; Halpern, Bence; Patel, Tanvina; Scharenborg, Odette",Mitigating bias against non-native accents,Interspeech 2022,,10.21437/Interspeech.2022-836,https://www.isca-speech.org/archive/interspeech_2022/zhang22n_interspeech.html,"Automatic speech recognition (ASR) systems have seen substantial improvements in the past decade; however, not for all speaker groups. Recent research shows that bias exists against different types of speech, including non-native accents, in stateof-the-art (SOTA) ASR systems. To attain inclusive speech recognition, i.e., ASR for everyone irrespective of how one speaks or the accent one has, bias mitigation is necessary. Here we focus on bias mitigation against non-native accents using two different approaches: data augmentation and by using more effective training methods. We used an autoencoderbased cross-lingual voice conversion (VC) model to increase the amount of non-native accented speech training data in addition to data augmentation through speed perturbation. Moreover, we investigate two training methods, i.e., fine-tuning and domain adversarial training (DAT), to see whether they can use the limited non-native accented speech data more effectively than a standard training approach. Experimental results show that VCbased data augmentation successfully mitigates the bias against non-native accents for the SOTA end-to-end (E2E) Dutch ASR system. Combining VC and speed perturbed data gave the lowest word error rate (WER) and the smallest bias against nonnative accents. Fine-tuning and DAT reduced the bias against non-native accents but at the cost of native performance.",18/09/2022,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,3168-3172,ISCA,en,L2,Interspeech 2022
2018,"Zhao, Guanlong; Sonsaat, Sinem; Silpachai, Alif; Lucic, Ivana; Chukharev-Hudilainen, Evgeny; Levis, John; Gutierrez-Osuna, Ricardo",L2-ARCTIC: A Non-native English Speech Corpus,Interspeech 2018,,10.21437/Interspeech.2018-1110,https://www.isca-speech.org/archive/interspeech_2018/zhao18b_interspeech.html,"In this paper, we introduce L2-ARCTIC, a speech corpus of non-native English that is intended for research in voice conversion, accent conversion, and mispronunciation detection. This initial release includes recordings from ten non-native speakers of English whose first languages (L1s) are Hindi, Korean, Mandarin, Spanish, and Arabic, each L1 containing recordings from one male and one female speaker. Each speaker recorded approximately one hour of read speech from the Carnegie Mellon University ARCTIC prompts, from which we generated orthographic and forced-aligned phonetic transcriptions. In addition, we manually annotated 150 utterances per speaker to identify three types of mispronunciation errors: substitutions, deletions, and additions, making it a valuable resource not only for research in voice conversion and accent conversion but also in computer-assisted pronunciation training. The corpus is publicly accessible at https://psi.engr.tamu.edu/l2-arctic-corpus/.",02/09/2018,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,2783-2787,ISCA,en,L2,Interspeech 2018
2019,"Zhao, Guanlong; Ding, Shaojin; Gutierrez-Osuna, Ricardo",Foreign Accent Conversion by Synthesizing Speech from Phonetic Posteriorgrams,Interspeech 2019,,10.21437/Interspeech.2019-1778,https://www.isca-speech.org/archive/interspeech_2019/zhao19f_interspeech.html,"Methods for foreign accent conversion (FAC) aim to generate speech that sounds similar to a given non-native speaker but with the accent of a native speaker. Conventional FAC methods borrow excitation information (F0 and aperiodicity; produced by a conventional vocoder) from a reference (i.e., native) utterance during synthesis time. As such, the generated speech retains some aspects of the voice quality of the native speaker. We present a framework for FAC that eliminates the need for conventional vocoders (e.g., STRAIGHT, World) and therefore the need to use the native speaker’s excitation. Our approach uses an acoustic model trained on a native speech corpus to extract speaker-independent phonetic posteriorgrams (PPGs), and then train a speech synthesizer to map PPGs from the non-native speaker into the corresponding spectral features, which in turn are converted into the audio waveform using a high-quality neural vocoder. At runtime, we drive the synthesizer with the PPG extracted from a native reference utterance. Listening tests show that the proposed system produces speech that sounds more clear, natural, and similar to the non-native speaker compared with a baseline system, while significantly reducing the perceived foreign accent of nonnative utterances.",15/09/2019,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,2843-2847,ISCA,en,L2,Interspeech 2019
2005,"Zheng, Yanli; Sproat, Richard; Gu, Liang; Shafran, Izhak; Zhou, Haolang; Su, Yi; Jurafsky, Daniel; Starr, Rebecca; Yoon, Su-Youn",Accent detection and speech recognition for Shanghai-accented Mandarin,Interspeech 2005,,10.21437/Interspeech.2005-112,https://www.isca-speech.org/archive/interspeech_2005/zheng05_interspeech.html,"As speech recognition systems are used in ever more applications, it is crucial for the systems to be able to deal with accented speakers. Various techniques, such as acoustic model adaptation and pronunciation adaptation, have been reported to improve the recognition of non-native or accented speech. In this paper, we propose a new approach that combines accent detection, accent discriminative acoustic features, acoustic adaptation and model selection for accented Chinese speech recognition. Experimental results show that this approach can improve the recognition of accented speech.",04/09/2005,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,217-220,ISCA,en,L1; def,Interspeech 2005
2011,"Zheng, Rong; Zhang, Ce; Xu, Bo",Data-driven UBM generation via tied Gaussians for GMM-supervector based accent identification,Interspeech 2011,,10.21437/Interspeech.2011-325,https://www.isca-speech.org/archive/interspeech_2011/zheng11b_interspeech.html,"This paper presents a new approach to exploit data-driven universal background model (UBM) generation using tied Gaussians for accent identification (AID). The motivation of the proposed algorithm is to potentially utilize broad phoneticspecific accent characteristics by Gaussian mixture model (GMM) and examine data-driven phonetically-inspired UBM creation for GMM-supervector based accent classification. In this work, we discuss the issues involved in applying cumulative posterior probability based Gaussian selection and tree structure based UBM parameter estimation. Derivation and validation of the UBM refined by tied Gaussians are reported in this paper. Performance evaluations comparing our system with other well-known techniques for AID are also provided. Better performance is further achieved by fusing these acoustic-based accent classifiers. Comparison experiments conducted on the CSLU foreign-accented English (FAE) dataset show the effectiveness of the proposed method.",27/08/2011,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,845-848,ISCA,en,L1-or-L2,Interspeech 2011
2016,"Zheng, Hao; Zhang, Shanshan; Qiao, Liwei; Li, Jianping; Liu, Wenju",Improving Large Vocabulary Accented Mandarin Speech Recognition with Attribute-Based I-Vectors,Interspeech 2016,,10.21437/Interspeech.2016-378,https://www.isca-speech.org/archive/interspeech_2016/zheng16b_interspeech.html,"It has been well-recognized that the accent has a great impact on the ASR of Chinese Mandarin, therefore, how to improve the performance on the accented speech has become a critical issue in this ﬁeld. The attribute feature has been proven effective on modelling accented speech, resulting in a signiﬁcantly improved performance in accent recognition. In this paper, we propose an attribute-based i-vector to improve the performance of speech recognition system on large vocabulary accented Mandarine speech task. The system with proposed attribute features works well especially with sufﬁcient training data. To further promote the performance on conditions such as resource limited condition or training data mismatched condition, we also develop Multi-Task Learning Deep Neural Networks (MTLDNNs) with attribute classiﬁcation as the secondary task to improve the discriminative ability on Mandarin speech. Experiments on the 450-hour Intel accented Mandarin speech corpus demonstrate that the system with attribute-based i-vectors achieves a signiﬁcant performance improvement on sufﬁcient training data compared with the baseline DNN-HMM system. The MTL-DNNs complement the shortage of attribute-based ivectors on data limited and mismatched conditions and obtain obvious CER reductions.",08/09/2016,22/02/2023 10:34,22/02/2023 10:34,06/02/2023 15:26,3454-3458,ISCA,en,L1,Interspeech 2016
