Publication Year,Author,Title,Publication Title,ISBN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Publisher,Language,Manual Tags,Conference Name
2005,"Tjalve, Michael; Huckvale, Mark",Pronunciation variation modelling using accent features,Interspeech 2005,,10.21437/Interspeech.2005-487,https://www.isca-speech.org/archive/interspeech_2005/tjalve05_interspeech.html,"In this paper, we propose a novel method for modelling native accented speech. As an alternative to the notion of dialect, we work with the lower level phonological components of accents, which we term accent features. This provides us with a better understanding of how pronunciation varies and it allows us to give a much more detailed picture of a person’s speech.",04/09/2005,22/02/2023 10:36,27/02/2023 07:56,31/01/2023 08:26,1341-1344,ISCA,en,ASR; L1-or-L2; description-of-accent; definition,Interspeech 2005
2015,"Toman, Markus; Pucher, Michael",Evaluation of state mapping based foreign accent conversion,Interspeech 2015,,10.21437/Interspeech.2015-122,https://www.isca-speech.org/archive/interspeech_2015/toman15_interspeech.html,We present an evaluation of the perception of foreign-accented natural and synthetic speech in comparison to accent-reduced synthetic speech. Our method for foreign accent conversion is based on mapping of Hidden Semi-Markov Model states between accented and non-accented voice models and does not need an average voice model of accented speech. We employ the method on recorded data of speakers with ﬁrst language (L1) from different European countries and second language (L2) being Austrian German. Results from a subjective evaluation show that the proposed method is able to signiﬁcantly reduce the perceived accent. It also retains speaker similarity when an average voice model of the same gender is used. Accentedness of synthetic speech was rated signiﬁcantly lower than natural speech by the participants and listeners were unable to identify accents correctly for 81% of the natural and 85% of the synthesized samples. Our evaluation shows the feasibility of accent conversion with a limited amount of speech resources.,06/09/2015,22/02/2023 10:36,07/03/2023 13:44,31/01/2023 08:26,304-308,ISCA,en,L2; no-description-of-accent; perception-study; teaching; accentedness-rating; unaccented/non-accented; accent-reduction; no-listener-description; no-speaker-description,Interspeech 2015
2018,"Tu, Ming; Grabek, Anna; Liss, Julie; Berisha, Visar",Investigating the Role of L1 in Automatic Pronunciation Evaluation of L2 Speech,Interspeech 2018,,10.21437/Interspeech.2018-1350,https://www.isca-speech.org/archive/interspeech_2018/tu18_interspeech.html,"Automatic pronunciation evaluation plays an important role in pronunciation training and second language education. This ﬁeld draws heavily on concepts from automatic speech recognition (ASR) to quantify how close the pronunciation of nonnative speech is to native-like pronunciation. However, it is known that the formation of accent is related to pronunciation patterns of both the target language (L2) and the speaker’s ﬁrst language (L1). In this paper, we propose to use two native speech acoustic models, one trained on L2 speech and the other trained on L1 speech. We develop two sets of measurements that can be extracted from two acoustic models given accented speech. A new utterance-level feature extraction scheme is used to convert these measurements into a ﬁxed-dimension vector which is used as an input to a statistical model to predict the accentedness of a speaker. On a data set consisting of speakers from 4 different L1 backgrounds, we show that the proposed system yields improved correlation with human evaluators compared to systems only using the L2 acoustic model.",02/09/2018,22/02/2023 10:36,07/03/2023 13:54,31/01/2023 08:26,1636-1640,ISCA,en,L2; perception-study; teaching; accentedness-rating; unaccented/non-accented; no-listener-description; no-speaker-description,Interspeech 2018
2010,"Vergyri, Dimitra; Lamel, Lori; Gauvain, Jean-Luc",Automatic speech recognition of multiple accented English data,Interspeech 2010,,10.21437/Interspeech.2010-477,https://www.isca-speech.org/archive/interspeech_2010/vergyri10_interspeech.html,"Accent variability is an important factor in speech that can signiﬁcantly degrade automatic speech recognition performance. We investigate the effect of multiple accents on an English broadcast news recognition system. A multi-accented English corpus is used for the task, including broadcast news segments from 6 different geographic regions: US, Great Britain, Australia, North Africa, Middle East and India. There is signiﬁcant performance degradation of a baseline system trained on only US data when confronted with shows from other regions. The results improve signiﬁcantly when data from all the regions are included for accent-independent acoustic model training. Further improvements are achieved when MAP-adapted accentdependent models are used in conjunction with a GMM accent classiﬁer.",26/09/2010,22/02/2023 10:36,27/02/2023 08:14,31/01/2023 08:26,1652-1655,ISCA,en,ASR; L1-or-L2; no-description-of-accent; no-def,Interspeech 2010
2010,"Yanushevskaya, Irena; Gobl, Christer; Kane, John; Ní Chasaide, Ailbhe",An exploration of voice source correlates of focus,Interspeech 2010,,10.21437/Interspeech.2010-198,https://www.isca-speech.org/archive/interspeech_2010/yanushevskaya10_interspeech.html,"This pilot study explores how the voice source parameters vary in focally accented syllables. It examines the dynamics of the voice source parameters in an all-voiced short declarative utterance in which the focus placement was varied. The voice source parameters F0, EE, UP, OQ, RG, RA, RK and RD were obtained through inverse filtering and subsequent parameterisation using the LF-model. The results suggest that the focally accented syllables are marked not only by increased F0 but also by boosted EE, RG and UP. The non-focal realisations show reduced values for the above parameters along with a tendency towards higher OQ values, suggesting a more lax mode of phonation.",26/09/2010,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:26,462-465,ISCA,en,prosody,Interspeech 2010
2005,"You, Hong; Alwan, Abeer; Kazemzadeh, Abe; Narayanan, Shrikanth",Pronunciation variations of Spanish-accented English spoken by young children,Interspeech 2005,,10.21437/Interspeech.2005-349,https://www.isca-speech.org/archive/interspeech_2005/you05_interspeech.html,"When learning to speak English, non-native speakers may pronounce some English phonemes differently from native speakers. These pronunciation variations can degrade an automatic speech recognition system’s performance on accented English. This paper is a ﬁrst attempt to ﬁnd common pronunciation variations in Spanishaccented English as spoken by young children. The analysis of pronunciation variation is performed using dynamic programming-based transcription alignment on 4500 words spoken by children 5-7 years old whose ﬁrst language is Spanish. The ﬁndings are then compared with linguistic hypotheses.",04/09/2005,22/02/2023 10:36,07/03/2023 11:29,31/01/2023 08:26,749-752,ISCA,en,L2; not-tech; description-of-accent; production-study; accent-in-title,Interspeech 2005
2022,"Zhang, Yuanyuan; Zhang, Yixuan; Halpern, Bence; Patel, Tanvina; Scharenborg, Odette",Mitigating bias against non-native accents,Interspeech 2022,,10.21437/Interspeech.2022-836,https://www.isca-speech.org/archive/interspeech_2022/zhang22n_interspeech.html,"Automatic speech recognition (ASR) systems have seen substantial improvements in the past decade; however, not for all speaker groups. Recent research shows that bias exists against different types of speech, including non-native accents, in stateof-the-art (SOTA) ASR systems. To attain inclusive speech recognition, i.e., ASR for everyone irrespective of how one speaks or the accent one has, bias mitigation is necessary. Here we focus on bias mitigation against non-native accents using two different approaches: data augmentation and by using more effective training methods. We used an autoencoderbased cross-lingual voice conversion (VC) model to increase the amount of non-native accented speech training data in addition to data augmentation through speed perturbation. Moreover, we investigate two training methods, i.e., fine-tuning and domain adversarial training (DAT), to see whether they can use the limited non-native accented speech data more effectively than a standard training approach. Experimental results show that VCbased data augmentation successfully mitigates the bias against non-native accents for the SOTA end-to-end (E2E) Dutch ASR system. Combining VC and speed perturbed data gave the lowest word error rate (WER) and the smallest bias against nonnative accents. Fine-tuning and DAT reduced the bias against non-native accents but at the cost of native performance.",18/09/2022,22/02/2023 10:36,27/02/2023 07:53,31/01/2023 08:26,3168-3172,ISCA,en,ASR; L2; definition; some-description,Interspeech 2022
2011,"Zheng, Rong; Zhang, Ce; Xu, Bo",Data-driven UBM generation via tied Gaussians for GMM-supervector based accent identification,Interspeech 2011,,10.21437/Interspeech.2011-325,https://www.isca-speech.org/archive/interspeech_2011/zheng11b_interspeech.html,"This paper presents a new approach to exploit data-driven universal background model (UBM) generation using tied Gaussians for accent identification (AID). The motivation of the proposed algorithm is to potentially utilize broad phoneticspecific accent characteristics by Gaussian mixture model (GMM) and examine data-driven phonetically-inspired UBM creation for GMM-supervector based accent classification. In this work, we discuss the issues involved in applying cumulative posterior probability based Gaussian selection and tree structure based UBM parameter estimation. Derivation and validation of the UBM refined by tied Gaussians are reported in this paper. Performance evaluations comparing our system with other well-known techniques for AID are also provided. Better performance is further achieved by fusing these acoustic-based accent classifiers. Comparison experiments conducted on the CSLU foreign-accented English (FAE) dataset show the effectiveness of the proposed method.",27/08/2011,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:26,845-848,ISCA,en,accent-identification,Interspeech 2011
2004,"Aalburg, Stefanie; Hoege, Harald",Foreign-accented speaker-independent speech recognition,Interspeech 2004,,10.21437/Interspeech.2004-558,https://www.isca-speech.org/archive/interspeech_2004/aalburg04_interspeech.html,"This research investigated whether acoustic-phonetic knowledge of the mother tongue of a non-native speaker can be used to adapt an existing target language phoneme HMM recognizer. For this purpose three sets of phoneme HMMs were generated, one representing the target language (German), one the mother tongue of the non-native speaker (Turkish), and the third the foreign-accented pronunciation of the target language (German spoken by Turkish speakers). The latter served as a benchmark for the tested adaptation methods. A derived Hidden Markov Model (HMM) clustering algorithm was applied on the target language phoneme HMM set using the mother tongue phoneme HMM set of the non-native speaker. Following the HMM adaptation a phoneme-level pronunciation technique was applied to generate phoneme mapping rules for the lexicon adaptation task. The results revealed a relative reduction of about 6% in WER for the adapted HMM. No further improvements were observed from the lexicon adaptation task.",04/10/2004,22/02/2023 10:36,26/02/2023 11:13,31/01/2023 08:26,1465-1468,ISCA,en,ASR; L2; some-description; foreign-accent,Interspeech 2004
2012,"Badino, Leonardo; Clark, Robert A. J.; Wester, Mirjam",Towards hierarchical prosodic prominence generation in TTS synthesis,Interspeech 2012,,10.21437/Interspeech.2012-628,https://www.isca-speech.org/archive/interspeech_2012/badino12_interspeech.html,"We address the problem of identiﬁcation (from text) and generation of pitch accents in HMM-based English TTS synthesis. We show, through a large scale perceptual test, that a large improvement of the binary discrimination between pitch accented and non-accented words has no effect on the quality of the speech generated by the system. On the other side adding a third accent type that emphatically marks words that convey ”contrastive” focus (automatically identiﬁed from text) produces beneﬁcial effects on the synthesized speech. These results support the accounts on prosodic prominence that consider the prosodic patterns of utterances as hierarchical structured and point out the limits of a ﬂattening of such structure resulting from a simple accent/non-accent distinction.",09/09/2012,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:26,2398-2401,ISCA,en,prosody,Interspeech 2012
2013,"Cheng, Jian; Bojja, Nikhil; Chen, Xin",Automatic accent quantification of indian speakers of English,Interspeech 2013,,10.21437/Interspeech.2013-579,https://www.isca-speech.org/archive/interspeech_2013/cheng13_interspeech.html,"In addition to measuring job candidates spoken English proﬁciency, quantifying the degree of accentedness may help companies assign employees to appropriate job categories, or identify employees who could beneﬁt from additional speech training. In this paper, we discuss methods for automatic accent quantiﬁcation of Indian English speakers. Similar to techniques used in speaker recognition, we used Gaussian mixture models (GMMs) for the modeling of accent spectral characteristics in different groups of subjects. Computationally, we veriﬁed that certain consonants in Indian English have more discriminative power than others in quantifying an Indian accent. As a result, we propose the idea of using GMMs to model only certain phonemes with high predictive power. By combining features from GMMs with others, we achieved a human-machine correlation coefﬁcient of 0.84 at the participant level. The results validate the use of new proposed methods to quantify accents automatically.",25/08/2013,22/02/2023 10:36,07/03/2023 13:48,31/01/2023 08:26,2574-2578,ISCA,en,english; L2; accent-identification; linguistic-discrimination; perception-study; wrong-def; some-description; accentedness-rating; accent-in-title; lang-in-title; no-listener-description; no-speaker-description,Interspeech 2013
2016,"Jügler, Jeanin; Zimmerer, Frank; Trouvain, Jürgen; Möbius, Bernd",The Perceptual Effect of L1 Prosody Transplantation on L2 Speech: The Case of French Accented German,Interspeech 2016,,10.21437/Interspeech.2016-1268,https://www.isca-speech.org/archive/interspeech_2016/jugler16_interspeech.html,"Research has shown that language learners are not only challenged by segmental differences between their native language (L1) and the second language (L2). They also have problems with the correct production of suprasegmental structures, like phone/syllable duration and the realization of pitch. These difﬁculties often lead to a perceptible foreign accent. This study investigates the inﬂuence of prosody transplantation on foreign accent ratings. Syllable duration and pitch contour were transferred from utterances of a male and female German native speaker to utterances of ten French native speakers speaking German. Acoustic measurements show that French learners spoke with a signiﬁcantly lower speaking rate. As expected, results of a perception experiment judging the accentedness of 1) German native utterances, 2) unmanipulated and 3) manipulated utterances of French learners of German suggest that the transplantation of the prosodic features syllable duration and pitch leads to a decrease in accentedness rating. These ﬁndings conﬁrm results found in similar studies investigating prosody transplantation with different L1 and L2 and provide a beneﬁcial technique for (computer-assisted) pronunciation training.",08/09/2016,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:44,67-71,ISCA,en,not-tech,Interspeech 2016
2020,"Turan, M.A. Tuğtekin; Vincent, Emmanuel; Jouvet, Denis",Achieving Multi-Accent ASR via Unsupervised Acoustic Model Adaptation,Interspeech 2020,,10.21437/Interspeech.2020-2742,https://www.isca-speech.org/archive/interspeech_2020/turan20_interspeech.html,"Current automatic speech recognition (ASR) systems trained on native speech often perform poorly when applied to non-native or accented speech. In this work, we propose to compute xvector-like accent embeddings and use them as auxiliary inputs to an acoustic model trained on native data only in order to improve the recognition of multi-accent data comprising native, non-native, and accented speech. In addition, we leverage untranscribed accented training data by means of semi-supervised learning. Our experiments show that acoustic models trained with the proposed accent embeddings outperform those trained with conventional i-vector or x-vector speaker embeddings, and achieve a 15% relative word error rate (WER) reduction on nonnative and accented speech w.r.t. acoustic models trained with regular spectral features only. Semi-supervised training using just 1 hour of untranscribed speech per accent yields an additional 15% relative WER reduction w.r.t. models trained on native data only.",25/10/2020,22/02/2023 10:36,27/02/2023 08:16,31/01/2023 08:44,1286-1290,ISCA,en,ASR; L1-or-L2; some-description; no-def,Interspeech 2020
2005,"Yeou, Mohamed",Variability of F0 peak alignment in moroccan Arabic accentual focus,Interspeech 2005,,10.21437/Interspeech.2005-510,https://www.isca-speech.org/archive/interspeech_2005/yeou05_interspeech.html,"The present paper examines how phonetic duration due to syllable structure contributes to the alignment of F0 peaks in Moroccan Arabic. The F0 peak occurs within but near the end of the accented syllable if the vowel is phonetically long due its occurrence in a final CVC. If the accented vowel is phonetically short as in a penultimate CV, the F0 peak is aligned after the accented syllable.",04/09/2005,22/02/2023 10:36,22/02/2023 10:36,31/01/2023 08:50,1433-1436,ISCA,en,prosody,Interspeech 2005
